episode,crop,season_return,avg100_return,actor_loss,critic_loss,entropy_water,entropy_nitrogen,total_water_mm,total_nitrogen_kgha,vs_baseline_pct,grain_yield_kgha,profit_usd_ha,avg100_profit_usd_ha
3979,maize,16.0623,9.9866,0.304194,7.703302,0.1179,0.4446,732.0,45.0,100.03,8369.2,1608.1,1266.65
3980,maize,7.8331,9.9456,-0.047064,2.656707,0.0941,0.5168,740.0,0.0,100.03,6187.4,1102.85,1263.84
3981,maize,3.6405,9.9153,-0.302015,13.56527,0.1053,0.5758,742.0,100.0,100.03,4986.2,701.34,1260.74
3982,maize,11.404,9.9077,0.126214,2.40163,0.1064,0.5306,732.0,10.0,100.03,7038.6,1310.44,1260.07
3983,maize,13.5797,9.9194,0.27201,5.246093,0.1294,0.5268,730.0,100.0,100.03,8049.1,1474.27,1260.78
3984,maize,8.9623,9.9031,0.032661,0.572991,0.0924,0.5025,730.0,75.0,100.03,6744.5,1173.13,1259.81
3985,maize,7.0963,9.8884,-0.045859,1.62873,0.0791,0.3232,740.0,60.0,100.03,6119.2,1025.79,1258.77
3986,maize,6.8176,9.8311,-0.087931,4.522497,0.078,0.4903,732.0,40.0,100.03,5809.7,973.21,1254.77
3987,maize,9.1457,9.7957,0.040608,0.307769,0.1107,0.5446,742.0,100.0,100.03,6729.6,1137.19,1252.63
3988,maize,10.75,9.8157,0.155473,1.888512,0.1181,0.5645,742.0,175.0,100.03,7405.3,1231.13,1253.15
3989,maize,12.3668,9.9042,0.197498,4.331749,0.1429,0.5518,732.0,50.0,100.03,7244.9,1322.01,1257.26
3990,maize,10.8319,9.886,0.065918,0.837411,0.1085,0.554,732.0,120.0,100.03,6576.9,1085.03,1254.39
3991,maize,11.7224,9.8707,0.10211,2.022034,0.1096,0.5415,740.0,80.0,100.03,7404.3,1327.08,1252.92
3992,maize,11.8733,9.8759,0.047201,0.875912,0.1453,0.6172,730.0,140.0,100.03,7135.3,1205.82,1251.14
3993,maize,9.3719,9.8598,-0.008405,0.332472,0.0932,0.6157,732.0,100.0,100.03,7152.1,1248.82,1250.48
3994,maize,4.0114,9.8278,-0.201652,12.711499,0.0852,0.575,730.0,30.0,100.03,4794.5,730.64,1246.56
3995,maize,6.2179,9.7826,-0.329305,6.39573,0.1319,0.5991,770.0,60.0,100.03,6789.1,1175.28,1244.53
3996,maize,11.5538,9.7968,0.027284,0.93373,0.1336,0.6285,730.0,90.0,100.03,6965.1,1213.28,1243.24
3997,maize,9.6301,9.7788,-0.127876,1.275488,0.1221,0.7625,732.0,135.0,100.03,6873.9,1144.28,1240.95
3998,maize,8.2373,9.7585,-0.089274,0.785372,0.1201,0.5788,730.0,140.0,100.03,6872.4,1140.1,1239.47
3999,maize,5.4101,9.7258,-0.105349,3.455967,0.0809,0.6532,730.0,60.0,100.03,6145.0,1038.25,1238.86
4000,maize,11.5526,9.7577,0.037537,0.692404,0.1204,0.7885,730.0,140.0,100.03,7732.7,1355.17,1240.45
4001,maize,10.4584,9.7458,-4.8e-05,0.280067,0.1321,0.7762,732.0,70.0,100.03,7365.2,1332.11,1240.36
4002,maize,12.6297,9.8,0.113398,1.280185,0.1322,0.7124,730.0,80.0,100.03,7580.5,1377.13,1241.88
4003,maize,9.7738,9.7998,-0.009421,0.626474,0.1206,0.6286,730.0,120.0,100.03,7018.7,1196.68,1241.8
4004,maize,7.3093,9.7804,-0.067398,1.140182,0.1179,0.5859,740.0,150.0,100.03,6762.8,1096.7,1239.81
4005,maize,12.1122,9.8048,0.125627,1.387439,0.1345,0.8313,730.0,65.0,100.03,7799.3,1446.83,1242.07
4006,maize,5.9544,9.7194,-0.227353,3.947927,0.1148,0.7969,750.0,110.0,100.03,6433.1,1048.28,1237.61
4007,maize,10.2118,9.7408,0.024916,0.260865,0.1069,0.8653,732.0,105.0,100.03,7278.5,1275.44,1238.47
4008,maize,11.8062,9.766,0.068373,0.632838,0.1413,0.858,730.0,155.0,100.03,7183.6,1202.9,1238.46
4009,maize,9.6393,9.793,-0.05322,0.980354,0.1085,0.9095,762.0,105.0,100.03,6933.2,1171.11,1238.63
4010,maize,9.9647,9.8215,0.024581,0.718141,0.1087,0.7874,732.0,10.0,100.03,6769.3,1243.13,1240.91
4011,maize,14.0942,9.8359,0.201412,2.426126,0.1283,0.8997,732.0,120.0,100.03,7698.9,1365.52,1239.18
4012,maize,13.3477,9.8803,0.119202,1.553135,0.1307,0.7691,732.0,165.0,100.03,7796.5,1344.94,1241.0
4013,maize,14.0641,9.9249,0.14617,3.778768,0.14,0.8214,730.0,75.0,100.03,8136.8,1521.2,1242.71
4014,maize,11.5342,9.96,-0.003817,0.248537,0.1229,0.8966,730.0,130.0,100.03,7098.2,1206.55,1243.26
4015,maize,5.3662,9.937,-0.306458,13.068829,0.1123,0.8075,730.0,100.0,100.03,5525.7,843.44,1240.35
4016,maize,9.7882,9.946,-0.126983,1.741769,0.1223,0.8084,732.0,90.0,100.03,7097.1,1245.08,1239.88
4017,maize,12.9479,9.9745,0.06525,0.823358,0.1143,0.9484,736.0,220.0,100.03,7772.5,1281.53,1240.56
4018,maize,11.2749,9.9796,-0.022482,0.323937,0.1295,0.9835,730.0,145.0,100.03,7421.1,1272.26,1239.27
4019,maize,8.7745,9.9182,-0.14054,1.449449,0.0984,0.9771,730.0,170.0,100.03,6971.6,1134.91,1234.53
4020,maize,12.1744,9.9606,-0.027902,0.476252,0.124,0.9695,732.0,140.0,100.03,7482.6,1291.44,1235.36
4021,maize,12.1977,10.0174,0.0577,0.599602,0.1351,0.9597,730.0,130.0,100.03,7270.9,1249.72,1236.12
4022,maize,12.4513,10.0684,0.039899,0.205515,0.1403,1.0553,730.0,110.0,100.03,7476.6,1321.15,1237.41
4023,maize,7.8753,10.0606,-0.121492,2.455029,0.101,1.0669,732.0,75.0,100.03,6657.0,1150.05,1237.22
4024,maize,10.7746,10.0901,0.033867,0.549069,0.0995,1.1167,750.0,160.0,100.03,7375.9,1233.98,1238.62
4025,maize,13.0358,10.1398,0.180479,1.194085,0.141,1.0812,730.0,190.0,100.03,7579.5,1266.88,1239.88
4026,maize,8.8754,10.1465,-0.081352,0.845317,0.1309,1.1641,730.0,140.0,100.03,6774.3,1115.57,1239.24
4027,maize,5.067,10.0774,-0.35645,10.040783,0.1272,1.16,730.0,245.0,100.03,5281.9,637.48,1231.75
4028,maize,11.3608,10.075,0.095414,0.611464,0.1294,1.0775,730.0,165.0,100.03,6663.3,1062.84,1229.24
4029,maize,10.2393,10.138,0.060561,0.511757,0.1153,1.2094,734.0,200.0,100.03,7315.5,1188.47,1231.29
4030,maize,2.3176,10.0436,-0.521628,17.980833,0.131,1.1715,734.0,115.0,100.03,4866.8,661.31,1224.82
4031,maize,10.6145,10.0099,0.029369,0.273038,0.1469,1.2652,742.0,120.0,100.03,7193.6,1233.19,1221.9
4032,maize,10.9648,9.9766,0.0683,0.753851,0.1137,1.2519,734.0,55.0,100.03,7735.3,1438.43,1221.81
4033,maize,9.6413,10.0118,-0.057933,1.674277,0.1235,1.2614,730.0,200.0,100.03,7109.0,1139.24,1223.31
4034,maize,11.804,9.9989,0.0083,0.545849,0.1372,1.3178,736.0,175.0,100.03,7760.3,1323.48,1222.41
4035,maize,8.7928,10.0076,-0.142281,2.46248,0.1351,1.2489,736.0,170.0,100.03,6296.5,962.52,1221.53
4036,maize,6.711,10.003,-0.206734,3.939939,0.129,1.3224,740.0,135.0,100.03,6427.6,1027.89,1220.79
4037,maize,7.4084,9.9608,-0.339063,7.728773,0.145,1.2912,730.0,195.0,100.03,5513.6,745.41,1214.36
4038,maize,6.7608,9.9424,-0.301319,5.467619,0.1339,1.3452,732.0,150.0,100.03,6003.1,911.59,1211.98
4039,maize,9.4303,9.9487,-0.006367,0.690286,0.1379,1.3023,732.0,320.0,100.03,6859.1,955.58,1209.83
4040,maize,5.5217,9.9207,-0.288708,4.338432,0.1356,1.3804,730.0,265.0,100.03,6555.5,935.87,1206.76
4041,maize,9.241,9.8916,-0.000795,0.173459,0.1519,1.3202,730.0,355.0,100.03,6902.5,932.62,1200.82
4042,maize,8.7227,9.8448,0.151589,1.336718,0.1144,1.3141,730.0,265.0,100.03,6888.9,1019.21,1196.98
4043,maize,6.4635,9.8377,-0.16623,1.29994,0.1445,1.4167,732.0,300.0,100.03,6441.8,871.24,1193.6
4044,maize,12.0142,9.8361,0.305672,4.435985,0.1439,1.3215,732.0,250.0,100.03,7492.3,1183.87,1190.98
4045,maize,8.2242,9.7601,-0.024001,0.526815,0.1379,1.4191,734.0,275.0,100.03,7353.0,1122.84,1186.98
4046,maize,11.4307,9.7529,0.201331,3.002821,0.1433,1.4093,730.0,210.0,100.03,7082.5,1122.61,1184.52
4047,maize,10.8855,9.7427,0.273005,3.131439,0.1425,1.3688,742.0,150.0,100.03,7114.4,1183.4,1183.34
4048,maize,12.9646,9.7497,0.444078,6.563304,0.144,1.3526,732.0,340.0,100.03,7620.7,1125.97,1180.3
4049,maize,9.186,9.76,0.041013,1.065402,0.1394,1.3524,772.0,185.0,100.03,7532.7,1234.97,1181.17
4050,maize,13.3625,9.7785,0.461882,7.699798,0.1634,1.272,732.0,165.0,100.03,7650.3,1308.37,1180.12
4051,maize,11.0635,9.8058,0.21895,1.938492,0.1458,1.351,732.0,325.0,100.03,7125.7,1017.23,1176.88
4052,maize,12.9263,9.8484,0.281741,2.517837,0.1726,1.379,742.0,180.0,100.03,7750.8,1312.5,1179.85
4053,maize,10.9725,9.8683,0.01092,0.46721,0.1402,1.4136,734.0,205.0,100.03,7533.7,1238.01,1179.66
4054,maize,9.6264,9.861,0.018146,0.431241,0.1532,1.4324,730.0,185.0,100.03,7245.8,1188.44,1178.4
4055,maize,2.2643,9.8165,-0.566031,14.197284,0.1438,1.3702,760.0,170.0,100.03,5747.3,810.84,1178.03
4056,maize,7.3295,9.7678,-0.301601,3.968606,0.1579,1.4436,742.0,260.0,100.03,6758.4,984.4,1174.53
4057,maize,7.3979,9.751,-0.287812,5.012184,0.1811,1.4223,732.0,200.0,100.03,6132.9,894.01,1169.61
4058,maize,12.1566,9.7617,0.035209,0.40265,0.1889,1.4604,732.0,245.0,100.03,7372.3,1158.88,1168.52
4059,maize,11.6563,9.7523,-0.179469,1.605175,0.1783,1.4403,752.0,315.0,100.03,7723.9,1164.78,1166.65
4060,maize,11.8852,9.8219,0.056965,0.359641,0.1764,1.445,730.0,255.0,100.03,7373.5,1150.37,1169.8
4061,maize,12.0617,9.82,-0.023091,1.583129,0.199,1.3992,732.0,155.0,100.03,7104.2,1181.86,1170.02
4062,maize,13.8213,9.854,0.067832,0.918895,0.2039,1.4473,730.0,220.0,100.03,7373.2,1185.31,1168.53
4063,maize,10.4682,9.8649,-0.154213,3.244781,0.1912,1.3963,730.0,250.0,100.03,6749.9,999.47,1166.23
4064,maize,7.6441,9.845,-0.23848,2.228249,0.1792,1.4409,742.0,210.0,100.03,7027.7,1101.73,1165.43
4065,maize,3.8808,9.7629,-0.711962,14.168001,0.197,1.4604,756.0,275.0,100.03,6083.8,792.35,1159.83
4066,maize,11.2112,9.8005,0.065611,0.441312,0.1706,1.4156,742.0,195.0,100.03,7232.8,1168.0,1160.17
4067,maize,12.8773,9.8188,0.080531,1.348086,0.1657,1.4133,736.0,285.0,100.03,7762.8,1214.11,1159.06
4068,maize,9.8366,9.847,0.02593,1.528975,0.1771,1.4313,734.0,185.0,100.03,7231.6,1182.49,1159.01
4069,maize,6.6262,9.799,-0.437724,8.965159,0.1985,1.2874,740.0,215.0,100.03,5721.0,771.25,1152.88
4070,maize,14.5954,9.849,0.327854,5.60265,0.1658,1.3761,730.0,270.0,100.03,7854.1,1255.52,1151.88
4071,maize,10.9033,9.8591,0.147718,1.122963,0.1706,1.4378,748.0,320.0,100.03,7409.4,1083.55,1150.36
4072,maize,11.3324,9.854,-0.057469,1.092928,0.1765,1.4797,764.0,160.0,100.03,7867.2,1348.4,1149.32
4073,maize,11.8911,9.8609,0.048636,0.405858,0.1962,1.4417,734.0,210.0,100.03,7412.8,1202.79,1147.42
4074,maize,5.8205,9.832,-0.515767,8.052015,0.1716,1.3631,734.0,330.0,100.03,5463.0,595.35,1140.33
4075,maize,8.5391,9.8294,-0.265377,3.040286,0.1741,1.4144,734.0,190.0,100.03,6377.6,964.01,1138.37
4076,maize,8.1551,9.8116,-0.18354,2.714951,0.1535,1.404,742.0,170.0,100.03,6446.1,996.32,1135.46
4077,maize,9.6015,9.8676,-0.135441,0.986623,0.1603,1.4322,732.0,230.0,100.03,7190.0,1128.31,1138.37
4078,maize,11.8151,9.84,0.062604,0.299783,0.1755,1.3729,734.0,210.0,100.03,7659.0,1264.34,1136.41
4079,maize,-8.0898,9.5984,-0.590681,37.506142,0.0064,1.2024,172.0,80.0,100.03,0.0,-183.2,1118.49
4080,maize,8.6478,9.6066,-0.266923,3.271967,0.1625,1.4359,734.0,255.0,100.03,6158.3,844.17,1115.91
4081,maize,8.9196,9.6594,-0.11178,0.992673,0.1496,1.3738,734.0,340.0,100.03,6668.5,886.73,1117.76
4082,maize,9.3547,9.6389,-0.008042,0.867346,0.1494,1.4162,736.0,295.0,100.03,7108.2,1040.44,1115.06
4083,maize,10.3009,9.6061,-0.00153,0.336191,0.177,1.3611,730.0,295.0,100.03,6795.4,965.84,1109.98
4084,maize,12.5863,9.6423,0.330575,3.110452,0.1753,1.3955,732.0,210.0,100.03,7467.0,1217.56,1110.42
4085,maize,9.5887,9.6673,0.056774,1.144405,0.1345,1.3965,732.0,245.0,100.03,6986.1,1062.32,1110.79
4086,maize,11.6109,9.7152,0.174842,1.01296,0.1779,1.397,734.0,160.0,100.03,7292.4,1222.71,1113.28
4087,maize,11.5997,9.7397,0.157047,1.039865,0.1672,1.4224,732.0,230.0,100.03,7568.7,1222.96,1114.14
4088,maize,7.9201,9.7114,-0.154837,1.036291,0.174,1.3844,752.0,260.0,100.03,7149.1,1076.08,1112.59
4089,maize,7.8995,9.6668,-0.186059,2.194287,0.1644,1.4269,732.0,175.0,100.03,6481.5,1006.17,1109.43
4090,maize,9.7442,9.6559,-0.008397,0.323308,0.1583,1.3964,732.0,190.0,100.03,7196.1,1169.82,1110.28
4091,maize,4.8063,9.5867,-0.303649,5.000616,0.1571,1.3341,730.0,280.0,100.03,6162.6,822.65,1105.23
4092,maize,8.6378,9.5544,-0.060833,0.697837,0.1654,1.4294,732.0,145.0,100.03,6789.8,1113.24,1104.31
4093,maize,12.0407,9.581,0.134981,0.741476,0.2013,1.3707,734.0,135.0,100.03,6325.1,1005.86,1101.88
4094,maize,7.4651,9.6156,-0.052587,0.810068,0.1662,1.3473,730.0,200.0,100.03,6857.0,1076.25,1105.34
4095,maize,11.495,9.6684,0.2202,1.534675,0.2023,1.357,736.0,180.0,100.03,7380.9,1223.62,1105.82
4096,maize,11.7612,9.6704,0.305737,2.644602,0.19,1.404,736.0,290.0,100.03,7399.2,1118.19,1104.87
4097,maize,11.497,9.6891,0.198629,1.587286,0.2005,1.365,734.0,250.0,100.03,7478.7,1179.28,1105.22
4098,maize,14.3859,9.7506,0.293256,5.002811,0.2098,1.2295,742.0,80.0,100.03,8029.6,1482.2,1108.64
4099,maize,8.1994,9.7785,0.007414,0.607169,0.1659,1.2901,740.0,220.0,100.03,6887.3,1057.82,1108.83
4100,maize,10.0064,9.763,0.055623,1.035877,0.1863,1.319,734.0,200.0,100.03,6916.3,1088.66,1106.17
4101,maize,8.9332,9.7478,-0.002541,0.434473,0.1493,1.3206,732.0,210.0,100.03,6719.2,1030.59,1103.15
4102,maize,8.4928,9.7064,-0.019056,0.572248,0.1853,1.3123,734.0,200.0,100.03,6538.5,994.23,1099.33
4103,maize,13.01,9.7388,0.287684,2.692114,0.1819,1.3252,740.0,135.0,100.03,7680.5,1341.13,1100.77
4104,maize,11.032,9.776,0.164734,1.549523,0.1731,1.2946,746.0,160.0,100.03,7477.7,1261.83,1102.42
4105,maize,11.3272,9.7681,0.115971,0.812489,0.1942,1.2349,734.0,190.0,100.03,7199.9,1169.58,1099.65
4106,maize,7.3698,9.7823,-0.095041,1.359123,0.1635,1.2177,732.0,195.0,100.03,6437.1,975.07,1098.92
4107,maize,7.7946,9.7581,-0.293208,2.779486,0.1895,1.2399,772.0,165.0,100.03,6906.1,1098.34,1097.15
4108,maize,9.4285,9.7343,-0.07084,0.647828,0.2046,1.2196,756.0,215.0,100.03,7612.6,1234.54,1097.46
4109,maize,8.9121,9.7271,-0.124757,0.878031,0.2069,1.2138,736.0,240.0,100.03,6491.6,941.29,1095.16
4110,maize,8.4457,9.7119,-0.097497,0.953242,0.1769,1.2189,742.0,190.0,100.03,6678.1,1034.32,1093.08
4111,maize,4.8115,9.6191,-0.483673,6.416674,0.2041,1.2225,734.0,205.0,100.03,5914.3,833.17,1087.75
4112,maize,10.7879,9.5935,0.18491,1.76873,0.183,1.1546,741.0,140.0,100.03,7388.9,1262.62,1086.93
4113,maize,9.3863,9.5467,0.019133,0.613694,0.1886,1.2006,740.0,240.0,100.03,7080.3,1086.07,1082.58
4114,maize,11.9864,9.5512,0.313118,3.554122,0.2005,1.1515,742.0,165.0,100.03,7659.2,1304.6,1083.56
4115,maize,10.2427,9.6,0.107039,1.163295,0.1945,1.2322,736.0,170.0,100.03,7088.2,1160.44,1086.73
4116,maize,9.7528,9.5996,0.196666,1.245833,0.1877,1.129,744.0,110.0,100.03,7384.0,1289.61,1087.17
4117,maize,8.1182,9.5513,0.048633,0.327502,0.18,1.0499,740.0,75.0,100.03,6994.4,1229.59,1086.65
4118,maize,6.3179,9.5017,-0.085605,2.851925,0.1707,1.0782,734.0,215.0,100.03,5882.9,815.32,1082.08
4119,maize,12.1944,9.5359,0.244887,2.200534,0.185,1.1012,734.0,130.0,100.03,7612.4,1332.7,1084.06
4120,maize,10.9397,9.5236,0.171536,0.918082,0.1932,1.1166,750.0,205.0,100.03,7286.5,1166.64,1082.81
4121,maize,3.7909,9.4395,-0.172618,5.906819,0.1437,0.9693,730.0,140.0,100.03,6565.6,1063.39,1080.95
4122,maize,13.2976,9.448,0.216155,2.491176,0.1958,1.1856,735.0,110.0,100.03,7875.7,1417.93,1081.92
4123,maize,8.2969,9.4522,-0.153852,1.304304,0.167,1.1381,734.0,195.0,100.03,6597.7,1014.03,1080.56
4124,maize,11.9535,9.464,0.090453,0.455702,0.1968,1.1807,736.0,205.0,100.03,7764.6,1294.54,1081.16
4125,maize,10.5178,9.4388,-0.052666,0.537172,0.1657,1.1974,732.0,120.0,100.03,7385.0,1287.05,1081.37
4126,maize,13.8574,9.4886,0.122859,1.696509,0.2042,1.1362,732.0,90.0,100.03,7816.4,1424.89,1084.46
4127,maize,9.4543,9.5325,-0.020468,0.483971,0.1819,0.9845,730.0,140.0,100.03,7126.1,1203.53,1090.12
4128,maize,11.0427,9.5293,-0.071529,3.458132,0.2086,0.901,736.0,100.0,100.03,6090.4,981.0,1089.3
4129,maize,10.7919,9.5349,-0.195004,1.131202,0.1626,1.2494,736.0,240.0,100.03,7062.3,1083.98,1088.26
4130,maize,4.5268,9.5569,-0.503182,13.218254,0.2022,1.014,730.0,110.0,100.03,5788.6,899.14,1090.64
4131,maize,11.4269,9.5651,0.058316,0.943898,0.1764,1.0989,742.0,310.0,100.03,7333.3,1078.12,1089.08
4132,maize,12.2543,9.578,0.089638,0.552148,0.2088,1.1597,734.0,135.0,100.03,7493.2,1297.9,1087.68
4133,maize,9.5706,9.5773,-0.107929,1.186656,0.19,0.9332,730.0,90.0,100.03,7287.1,1293.76,1089.22
4134,maize,10.3054,9.5623,-0.010424,0.422802,0.1924,1.0964,730.0,155.0,100.03,7263.4,1222.86,1088.22
4135,maize,12.8851,9.6032,0.084216,0.638667,0.2124,1.0986,736.0,115.0,100.03,7299.9,1268.39,1091.28
4136,maize,10.4459,9.6405,0.04726,0.385018,0.1874,1.1331,740.0,140.0,100.03,7563.0,1306.76,1094.07
4137,maize,9.9227,9.6657,-0.041723,0.346878,0.1854,1.1006,740.0,135.0,100.03,6914.9,1149.72,1098.11
4138,maize,9.8743,9.6968,0.000672,0.278641,0.1996,1.1467,734.0,155.0,100.03,7095.4,1178.45,1100.78
4139,maize,1.9375,9.6219,-0.40754,13.441905,0.1356,0.9087,750.0,130.0,100.03,5350.0,757.51,1098.8
4140,maize,11.4326,9.681,0.049541,0.962576,0.1926,1.1967,735.0,160.0,100.03,7420.8,1254.2,1101.98
4141,maize,10.2761,9.6914,0.007015,0.822158,0.215,1.1868,732.0,125.0,100.03,6768.6,1127.96,1103.93
4142,maize,15.8679,9.7628,0.457526,5.918395,0.2025,1.0964,736.0,220.0,100.03,8095.3,1362.24,1107.36
4143,maize,6.0039,9.7582,-0.25808,3.424381,0.2016,1.1733,762.0,195.0,100.03,6432.6,955.96,1108.21
4144,maize,8.1987,9.7201,-0.037682,0.750812,0.2094,1.1516,732.0,120.0,100.03,6839.4,1150.66,1107.88
4145,maize,11.3439,9.7513,0.091612,1.534677,0.1546,1.1183,746.0,155.0,100.03,6701.5,1072.77,1107.38
4146,maize,13.1968,9.7689,0.234606,3.21657,0.2094,1.0165,732.0,180.0,100.03,8060.0,1395.79,1110.11
4147,maize,9.272,9.7528,-0.010524,0.761772,0.2043,1.1544,732.0,165.0,100.03,6113.7,924.22,1107.52
4148,maize,11.5004,9.7381,0.153681,1.124115,0.2092,1.205,740.0,130.0,100.03,7058.9,1190.72,1108.17
4149,maize,8.2265,9.7285,-0.099263,1.027671,0.2174,1.1842,754.0,175.0,100.03,7275.3,1191.43,1107.73
4150,maize,3.6648,9.6316,-0.290788,7.985958,0.1675,1.0777,730.0,65.0,100.03,5387.5,843.87,1103.08
4151,maize,6.2346,9.5833,-0.189181,3.032339,0.1902,1.0908,730.0,210.0,100.03,5963.7,842.93,1101.34
4152,maize,9.8182,9.5522,-0.021284,1.061445,0.179,1.1331,744.0,195.0,100.03,7008.1,1110.62,1099.32
4153,maize,8.0948,9.5234,-0.039115,1.524828,0.1826,1.0372,736.0,100.0,100.03,6114.2,986.95,1096.81
4154,maize,9.9918,9.5271,0.122393,0.92087,0.2097,1.1274,744.0,215.0,100.03,6210.0,891.09,1093.84
4155,maize,9.1634,9.5961,0.09573,0.606074,0.2019,1.1781,734.0,130.0,100.03,6898.9,1154.32,1097.27
4156,maize,12.2717,9.6455,0.371299,5.363129,0.2078,1.1809,732.0,195.0,100.03,7587.7,1262.73,1100.06
4157,maize,11.305,9.6846,0.170543,0.849832,0.2278,1.2788,730.0,395.0,100.03,7495.0,1040.75,1101.52
4158,maize,9.2101,9.6551,0.11683,0.621313,0.2374,1.213,734.0,115.0,100.03,7140.4,1229.71,1102.23
4159,maize,11.127,9.6498,0.107792,0.501473,0.2308,1.2577,752.0,165.0,100.03,6764.9,1075.01,1101.34
4160,maize,11.6336,9.6473,0.15589,1.010723,0.2202,1.2418,730.0,185.0,100.03,7485.5,1248.37,1102.32
4161,maize,8.5312,9.612,-0.168055,3.086717,0.2093,1.243,734.0,330.0,100.03,6388.1,826.63,1098.76
4162,maize,8.9557,9.5633,-0.147693,1.296843,0.2232,1.1696,732.0,320.0,100.03,7012.4,993.9,1096.85
4163,maize,12.5221,9.5839,0.024503,1.25286,0.2187,1.2084,730.0,200.0,100.03,7844.7,1323.16,1100.09
4164,maize,6.9753,9.5772,-0.393793,8.077309,0.2181,1.2021,738.0,230.0,100.03,5315.1,655.97,1095.63
4165,maize,12.7706,9.6661,0.07276,0.475161,0.2308,1.2596,730.0,210.0,100.03,7525.4,1233.34,1100.04
4166,maize,4.5105,9.5991,-0.831882,13.207608,0.2145,1.2075,788.0,300.0,100.03,6191.7,775.13,1096.11
4167,maize,6.6229,9.5365,-0.312197,5.512773,0.1918,1.1823,740.0,170.0,100.03,6518.2,1015.55,1094.12
4168,maize,4.7379,9.4855,-0.37445,7.64461,0.1803,0.871,752.0,220.0,100.03,6339.2,913.59,1091.43
4169,maize,7.9941,9.4992,-0.284927,2.796223,0.1935,1.1637,762.0,190.0,100.03,6922.5,1083.44,1094.56
4170,maize,11.959,9.4728,0.097083,1.754588,0.244,1.0842,762.0,285.0,100.03,7297.8,1082.24,1092.82
4171,maize,10.3282,9.4671,-0.089931,0.766778,0.21,1.0337,736.0,230.0,100.03,6429.9,935.88,1091.35
4172,maize,9.6173,9.4499,-0.019101,0.296821,0.2244,1.0826,786.0,145.0,100.03,7401.8,1233.86,1090.2
4173,maize,5.2009,9.383,-0.380687,6.659097,0.215,1.0356,746.0,165.0,100.03,5708.5,814.53,1086.32
4174,maize,9.0862,9.4157,-0.000107,0.32889,0.2271,1.0291,740.0,65.0,100.03,6990.8,1238.71,1092.75
4175,maize,7.446,9.4048,-0.122046,1.319066,0.2024,1.1254,740.0,265.0,100.03,6209.2,843.31,1091.55
4176,maize,14.1894,9.4651,0.338773,6.01248,0.2259,1.0673,734.0,65.0,100.03,8320.4,1574.71,1097.33
4177,maize,10.1989,9.4711,0.166607,2.230207,0.189,1.0366,742.0,185.0,100.03,7082.5,1140.42,1097.45
4178,maize,9.6226,9.4492,0.186702,1.57873,0.1884,1.0514,734.0,110.0,100.03,6690.3,1122.19,1096.03
4179,maize,10.9248,9.6393,0.227285,2.567751,0.1913,0.9766,732.0,115.0,100.03,7168.7,1237.98,1110.24
4180,maize,9.9187,9.652,0.202037,1.464914,0.1776,0.9072,738.0,140.0,100.03,7405.9,1268.66,1114.49
4181,maize,6.6775,9.6296,-0.08888,1.020266,0.1674,1.0003,730.0,195.0,100.03,5974.2,860.54,1114.22
4182,maize,12.016,9.6562,0.227998,3.392402,0.1642,0.976,752.0,20.0,100.03,7597.4,1428.15,1118.1
4183,maize,10.6879,9.6601,0.190611,1.680858,0.1879,0.8057,732.0,160.0,100.03,7705.7,1327.24,1121.71
4184,maize,11.9264,9.6535,0.190329,2.408642,0.181,0.9414,732.0,75.0,100.03,7500.4,1360.9,1123.15
4185,maize,10.7516,9.6651,0.078628,0.732287,0.1417,0.8796,736.0,105.0,100.03,7466.7,1320.09,1125.73
4186,maize,9.2557,9.6416,-0.054578,0.452256,0.1831,0.9137,732.0,115.0,100.03,6500.2,1070.85,1124.21
4187,maize,11.2658,9.6382,0.113819,0.445276,0.1714,0.8395,734.0,155.0,100.03,6507.0,1031.36,1122.29
4188,maize,12.6606,9.6856,0.069652,1.238576,0.1938,0.847,736.0,40.0,100.03,7979.5,1513.28,1126.66
4189,maize,9.654,9.7032,-0.061879,0.673423,0.1839,0.8723,734.0,110.0,100.03,6832.7,1157.77,1128.18
4190,maize,11.1667,9.7174,-0.128058,1.873464,0.1704,0.7187,740.0,100.0,100.03,6855.8,1169.96,1128.18
4191,maize,11.3662,9.783,-0.166151,1.3443,0.184,0.8535,730.0,105.0,100.03,7352.9,1295.22,1132.91
4192,maize,13.0536,9.8271,0.063725,0.572102,0.1753,0.8099,732.0,160.0,100.03,7401.6,1251.19,1134.29
4193,maize,11.3518,9.8203,0.028966,0.262521,0.1748,0.8506,732.0,40.0,100.03,7352.1,1358.82,1137.82
4194,maize,2.1621,9.7672,-0.65603,25.853039,0.1732,0.8009,752.0,110.0,100.03,4889.0,661.04,1133.66
4195,maize,9.056,9.7428,-0.172925,2.071866,0.1619,0.84,732.0,100.0,100.03,6760.0,1150.79,1132.93
4196,maize,11.8674,9.7439,-0.04102,0.586324,0.1653,0.6696,732.0,160.0,100.03,7195.2,1199.61,1133.75
4197,maize,8.7852,9.7168,-0.150435,2.668998,0.1275,0.7054,730.0,80.0,100.03,6425.6,1088.4,1132.84
4198,maize,8.7179,9.6601,-0.143435,2.478103,0.1509,0.7274,734.0,125.0,100.03,6822.1,1140.13,1129.42
4199,maize,12.8841,9.707,0.127227,1.202986,0.161,0.7359,732.0,145.0,100.03,7579.5,1310.67,1131.95
